exp_id,method,map,rnd_seed,agent_id,agent_type,velocity,total_cost,distance,time,traversability,collision,safety,step_size,cost_scaling,lambda_good_trav,lambda_bad_trav,gamma_collision,d_05_collision,solver_seconds
1765299063441467144,maxSpan_hom,real,42,1,AERIAL,1,12398,7.58665,7.58665,0,0.0063194,0.0063194,0.1,2,1e-05,5,10,0.25,3
1765299063441467144,maxSpan_hom,real,42,2,GROUND,0.8,11568,7.07798,8.84747,7.30157e-05,0,7.30157e-05,0.1,2,1e-05,5,10,0.25,3
1765299063441467144,maxSpan_het,real,42,1,AERIAL,1,13339,8.16263,8.16263,0,4.12464e-05,4.12464e-05,0.1,2,1e-05,5,10,0.25,3
1765299063441467144,maxSpan_het,real,42,2,GROUND,0.8,7671,3.75541,4.69427,3.89814e-05,0,3.89814e-05,0.1,2,1e-05,5,10,0.25,3
1765299671688334717,maxSpan_hom,real,42,1,AERIAL,1,12398,7.58665,7.58665,0,0.0063194,0.0063194,0.1,2,1e-05,5,10,0.25,3
1765299671688334717,maxSpan_hom,real,42,2,GROUND,0.8,11568,7.07798,8.84747,7.30157e-05,0,7.30157e-05,0.1,2,1e-05,5,10,0.25,3
1765299671688334717,maxSpan_het,real,42,1,AERIAL,1,13339,8.16263,8.16263,0,4.12464e-05,4.12464e-05,0.1,2,1e-05,5,10,0.25,3
1765299671688334717,maxSpan_het,real,42,2,GROUND,0.8,7671,3.75541,4.69427,3.89814e-05,0,3.89814e-05,0.1,2,1e-05,5,10,0.25,3
1765299797175933903,maxSpan_hom,real,42,1,AERIAL,1,12398,7.58665,7.58665,0,0.0063194,0.0063194,0.1,2,1e-05,5,10,0.25,3
1765299797175933903,maxSpan_hom,real,42,2,GROUND,0.8,11568,7.07798,8.84747,7.30157e-05,0,7.30157e-05,0.1,2,1e-05,5,10,0.25,3
1765299797175933903,maxSpan_het,real,42,1,AERIAL,1,13339,8.16263,8.16263,0,4.12464e-05,4.12464e-05,0.1,2,1e-05,5,10,0.25,3
1765299797175933903,maxSpan_het,real,42,2,GROUND,0.8,7671,3.75541,4.69427,3.89814e-05,0,3.89814e-05,0.1,2,1e-05,5,10,0.25,3
1765299837120215412,maxSpan_hom,real,42,1,AERIAL,1,12398,7.58665,7.58665,0,0.0063194,0.0063194,0.1,2,1e-05,5,10,0.25,3
1765299837120215412,maxSpan_hom,real,42,2,GROUND,0.8,11568,7.07798,8.84747,7.30157e-05,0,7.30157e-05,0.1,2,1e-05,5,10,0.25,3
1765299837120215412,maxSpan_het,real,42,1,AERIAL,1,13339,8.16263,8.16263,0,4.12464e-05,4.12464e-05,0.1,2,1e-05,5,10,0.25,3
1765299837120215412,maxSpan_het,real,42,2,GROUND,0.8,7671,3.75541,4.69427,3.89814e-05,0,3.89814e-05,0.1,2,1e-05,5,10,0.25,3
1765300877448538447,maxSpan_hom,real,42,1,AERIAL,1,11734,5.6911,5.6911,0,3.67165e-05,3.67165e-05,0.1,2,1e-05,5,10,0.25,3
1765300877448538447,maxSpan_hom,real,42,2,GROUND,0.8,14410,6.98894,8.73617,0.993262,0,0.993262,0.1,2,1e-05,5,10,0.25,3
1765300877448538447,maxSpan_het,real,42,1,AERIAL,1,14837,7.11157,7.11157,0,0.00708634,0.00708634,0.1,2,1e-05,5,10,0.25,3
1765300877448538447,maxSpan_het,real,42,2,GROUND,0.8,14501,5.62704,7.0338,5.79953e-05,0,5.79953e-05,0.1,2,1e-05,5,10,0.25,3
1765304840245488259,maxSpan_hom,real,42,1,AERIAL,1,11781,5.79291,5.79291,0,3.51667e-05,3.51667e-05,0.1,2,1e-05,5,10,0.25,3
1765304840245488259,maxSpan_hom,real,42,2,GROUND,0.8,14277,7.01995,8.77493,0.969805,0,0.969805,0.1,2,1e-05,5,10,0.25,3
1765304840245488259,maxSpan_het,real,42,1,AERIAL,1,14600,7.06317,7.06317,0,0.0118229,0.0118229,0.1,2,1e-05,5,10,0.25,3
1765304840245488259,maxSpan_het,real,42,2,GROUND,0.8,14280,5.61772,7.02215,5.79953e-05,0,5.79953e-05,0.1,2,1e-05,5,10,0.25,3
1765304941805863396,maxSpan_hom,real,42,1,AERIAL,1,11781,5.79291,5.79291,0,3.51667e-05,3.51667e-05,0.1,2,1e-05,5,10,0.25,3
1765304941805863396,maxSpan_hom,real,42,2,GROUND,0.8,14277,7.01995,8.77493,0.969805,0,0.969805,0.1,2,1e-05,5,10,0.25,3
1765304941805863396,maxSpan_het,real,42,1,AERIAL,1,14600,7.06317,7.06317,0,0.0118229,0.0118229,0.1,2,1e-05,5,10,0.25,3
1765304941805863396,maxSpan_het,real,42,2,GROUND,0.8,14280,5.61772,7.02215,5.79953e-05,0,5.79953e-05,0.1,2,1e-05,5,10,0.25,3
1765305165584209463,maxSpan_hom,real,42,1,AERIAL,1,11781,5.79291,5.79291,0,3.51667e-05,3.51667e-05,0.1,2,1e-05,5,10,0.25,3
1765305165584209463,maxSpan_hom,real,42,2,GROUND,0.8,14277,7.01995,8.77493,0.969805,0,0.969805,0.1,2,1e-05,5,10,0.25,3
1765305165584209463,maxSpan_het,real,42,1,AERIAL,1,14600,7.06317,7.06317,0,0.0118229,0.0118229,0.1,2,1e-05,5,10,0.25,3
1765305165584209463,maxSpan_het,real,42,2,GROUND,0.8,14280,5.61772,7.02215,5.79953e-05,0,5.79953e-05,0.1,2,1e-05,5,10,0.25,3
1765305500771967798,maxSpan_hom,real,42,1,AERIAL,1,11781,5.79291,5.79291,0,3.51667e-05,3.51667e-05,0.1,2,1e-05,5,10,0.25,3
1765305500771967798,maxSpan_hom,real,42,2,GROUND,0.8,14277,7.01995,8.77493,0.969805,0,0.969805,0.1,2,1e-05,5,10,0.25,3
1765305500771967798,maxSpan_het,real,42,1,AERIAL,1,14600,7.06317,7.06317,0,0.0118229,0.0118229,0.1,2,1e-05,5,10,0.25,3
1765305500771967798,maxSpan_het,real,42,2,GROUND,0.8,14280,5.61772,7.02215,5.79953e-05,0,5.79953e-05,0.1,2,1e-05,5,10,0.25,3
1765305570483451756,maxSpan_hom,real,42,1,AERIAL,1,11781,5.79291,5.79291,0,3.51667e-05,3.51667e-05,0.1,2,1e-05,5,10,0.25,3
1765305570483451756,maxSpan_hom,real,42,2,GROUND,0.8,14277,7.01995,8.77493,0.969805,0,0.969805,0.1,2,1e-05,5,10,0.25,3
1765305570483451756,maxSpan_het,real,42,1,AERIAL,1,14600,7.06317,7.06317,0,0.0118229,0.0118229,0.1,2,1e-05,5,10,0.25,3
1765305570483451756,maxSpan_het,real,42,2,GROUND,0.8,14280,5.61772,7.02215,5.79953e-05,0,5.79953e-05,0.1,2,1e-05,5,10,0.25,3
1765305588911555314,maxSpan_hom,real,42,1,AERIAL,1,11781,5.79291,5.79291,0,3.51667e-05,3.51667e-05,0.1,2,1e-05,5,10,0.25,3
1765305588911555314,maxSpan_hom,real,42,2,GROUND,0.8,14277,7.01995,8.77493,0.969805,0,0.969805,0.1,2,1e-05,5,10,0.25,3
1765305588911555314,maxSpan_het,real,42,1,AERIAL,1,14600,7.06317,7.06317,0,0.0118229,0.0118229,0.1,2,1e-05,5,10,0.25,3
1765305588911555314,maxSpan_het,real,42,2,GROUND,0.8,14280,5.61772,7.02215,5.79953e-05,0,5.79953e-05,0.1,2,1e-05,5,10,0.25,3
1765306493323386818,maxSpan_hom,real,42,1,AERIAL,1,11781,5.79291,5.79291,0,3.51667e-05,3.51667e-05,0.1,2,1e-05,5,10,0.25,3
1765306493323386818,maxSpan_hom,real,42,2,GROUND,0.8,14277,7.01995,8.77493,0.969805,0,0.969805,0.1,2,1e-05,5,10,0.25,3
1765306493323386818,maxSpan_het,real,42,1,AERIAL,1,14600,7.06317,7.06317,0,0.0118229,0.0118229,0.1,2,1e-05,5,10,0.25,3
1765306493323386818,maxSpan_het,real,42,2,GROUND,0.8,14280,5.61772,7.02215,5.79953e-05,0,5.79953e-05,0.1,2,1e-05,5,10,0.25,3
1765306595481675767,maxSpan_hom,real,42,1,AERIAL,1,11781,5.79291,5.79291,0,3.51667e-05,3.51667e-05,0.1,2,1e-05,5,10,0.25,3
1765306595481675767,maxSpan_hom,real,42,2,GROUND,0.8,14277,7.01995,8.77493,0.969805,0,0.969805,0.1,2,1e-05,5,10,0.25,3
1765306595481675767,maxSpan_het,real,42,1,AERIAL,1,14600,7.06317,7.06317,0,0.0118229,0.0118229,0.1,2,1e-05,5,10,0.25,3
1765306595481675767,maxSpan_het,real,42,2,GROUND,0.8,14280,5.61772,7.02215,5.79953e-05,0,5.79953e-05,0.1,2,1e-05,5,10,0.25,3
1765306698952069124,maxSpan_hom,real,42,1,AERIAL,1,11781,5.79291,5.79291,0,3.51667e-05,3.51667e-05,0.1,2,1e-05,5,10,0.25,3
1765306698952069124,maxSpan_hom,real,42,2,GROUND,0.8,14277,7.01995,8.77493,0.969805,0,0.969805,0.1,2,1e-05,5,10,0.25,3
1765306698952069124,maxSpan_het,real,42,1,AERIAL,1,14600,7.06317,7.06317,0,0.0118229,0.0118229,0.1,2,1e-05,5,10,0.25,3
1765306698952069124,maxSpan_het,real,42,2,GROUND,0.8,14280,5.61772,7.02215,5.79953e-05,0,5.79953e-05,0.1,2,1e-05,5,10,0.25,3
1765306827847222592,maxSpan_hom,real,42,1,AERIAL,1,11781,5.79291,5.79291,0,3.51667e-05,3.51667e-05,0.1,2,1e-05,5,10,0.25,3
1765306827847222592,maxSpan_hom,real,42,2,GROUND,0.8,14277,7.01995,8.77493,0.969805,0,0.969805,0.1,2,1e-05,5,10,0.25,3
1765306827847222592,maxSpan_het,real,42,1,AERIAL,1,14600,7.06317,7.06317,0,0.0118229,0.0118229,0.1,2,1e-05,5,10,0.25,3
1765306827847222592,maxSpan_het,real,42,2,GROUND,0.8,14280,5.61772,7.02215,5.79953e-05,0,5.79953e-05,0.1,2,1e-05,5,10,0.25,3
1765307004694691077,maxSpan_hom,real,42,1,AERIAL,1,11781,5.79291,5.79291,0,3.51667e-05,3.51667e-05,0.1,2,1e-05,5,10,0.25,3
1765307004694691077,maxSpan_hom,real,42,2,GROUND,0.8,14277,7.01995,8.77493,0.969805,0,0.969805,0.1,2,1e-05,5,10,0.25,3
1765307004694691077,maxSpan_het,real,42,1,AERIAL,1,14600,7.06317,7.06317,0,0.0118229,0.0118229,0.1,2,1e-05,5,10,0.25,3
1765307004694691077,maxSpan_het,real,42,2,GROUND,0.8,14280,5.61772,7.02215,5.79953e-05,0,5.79953e-05,0.1,2,1e-05,5,10,0.25,3
1765307153609106743,maxSpan_hom,real,42,1,AERIAL,1,11781,5.79291,5.79291,0,3.51667e-05,3.51667e-05,0.1,2,1e-05,5,10,0.25,3
1765307153609106743,maxSpan_hom,real,42,2,GROUND,0.8,14277,7.01995,8.77493,0.969805,0,0.969805,0.1,2,1e-05,5,10,0.25,3
1765307153609106743,maxSpan_het,real,42,1,AERIAL,1,14600,7.06317,7.06317,0,0.0118229,0.0118229,0.1,2,1e-05,5,10,0.25,3
1765307153609106743,maxSpan_het,real,42,2,GROUND,0.8,14280,5.61772,7.02215,5.79953e-05,0,5.79953e-05,0.1,2,1e-05,5,10,0.25,3
1765307407541497319,maxSpan_hom,real,42,1,AERIAL,1,12048,7.27059,7.27059,0,0.0124252,0.0124252,0.1,2,1e-05,5,10,0.25,3
1765307407541497319,maxSpan_hom,real,42,2,GROUND,0.8,11560,6.97596,8.71995,7.20024e-05,0,7.20024e-05,0.1,2,1e-05,5,10,0.25,3
1765307407541497319,maxSpan_het,real,42,1,AERIAL,1,12949,7.81469,7.81469,0,6.1214e-05,6.1214e-05,0.1,2,1e-05,5,10,0.25,3
1765307407541497319,maxSpan_het,real,42,2,GROUND,0.8,10151,4.90127,6.12658,5.00083e-05,0,5.00083e-05,0.1,2,1e-05,5,10,0.25,3
1765462913950300628,maxSpan_hom,real,42,1,AERIAL,1,11710,7.54246,7.54246,0,0.239982,0.239982,0.1,2,1e-05,5,10,0.25,3
1765462913950300628,maxSpan_hom,real,42,2,GROUND,0.8,12852,8.27872,10.3484,0.950217,0,0.950217,0.1,2,1e-05,5,10,0.25,3
1765462913950300628,maxSpan_het,real,42,1,AERIAL,1,15410,9.91754,9.91754,0,0.000732481,0.000732481,0.1,2,1e-05,5,10,0.25,3
1765462913950300628,maxSpan_het,real,42,2,GROUND,0.8,15367,7.92117,9.90146,8.29697e-05,0,8.29697e-05,0.1,2,1e-05,5,10,0.25,3
1765465410929614528,maxSpan_hom,real,42,1,AERIAL,1,12138,8.59603,8.59603,0,0.506988,0.506988,0.1,2,1e-05,5,10,0.25,3
1765465410929614528,maxSpan_hom,real,42,2,GROUND,0.8,11814,8.367,10.4588,8.60095e-05,0,8.60095e-05,0.1,2,1e-05,5,10,0.25,3
1765465410929614528,maxSpan_het,real,42,1,AERIAL,1,13691,9.69546,9.69546,0,0.000135243,0.000135243,0.1,2,1e-05,5,10,0.25,3
1765465410929614528,maxSpan_het,real,42,2,GROUND,0.8,15623,8.85404,11.0676,9.29832e-05,0,9.29832e-05,0.1,2,1e-05,5,10,0.25,3
1765466067477096102,maxSpan_hom,real,42,1,AERIAL,1,12017,9.71406,9.71406,0,0.68773,0.68773,0.1,2,1e-05,5,10,0.25,3
1765466067477096102,maxSpan_hom,real,42,2,GROUND,0.8,11806,9.54504,11.9313,0.988892,0,0.988892,0.1,2,1e-05,5,10,0.25,3
1765466067477096102,maxSpan_het,real,42,1,AERIAL,1,15304,9.54504,9.54504,0,0.174905,0.174905,0.1,2,1e-05,5,10,0.25,3
1765466067477096102,maxSpan_het,real,42,2,GROUND,0.8,16188,10.4712,13.089,0.000109971,0,0.000109971,0.1,2,1e-05,5,10,0.25,3
1765466846965310974,maxSpan_hom,real,42,1,AERIAL,1,12392,9.51732,9.51732,0,0.162169,0.162169,0.1,2,1e-05,5,10,0.25,3
1765466846965310974,maxSpan_hom,real,42,2,GROUND,0.8,11778,9.04589,11.3074,0.981686,0,0.981686,0.1,2,1e-05,5,10,0.25,3
1765466846965310974,maxSpan_het,real,42,1,AERIAL,1,27105,11.507,11.507,0,0.532707,0.532707,0.1,2,1e-05,5,10,0.25,3
1765466846965310974,maxSpan_het,real,42,2,GROUND,0.8,11153,6.85385,8.56731,6.99759e-05,0,6.99759e-05,0.1,2,1e-05,5,10,0.25,3
1765467767583882399,maxSpan_hom,real,42,1,AERIAL,1,10328,8.61398,8.61398,0,0.37812,0.37812,0.1,2,1e-05,5,10,0.25,3
1765467767583882399,maxSpan_hom,real,42,2,GROUND,0.8,13037,10.8711,13.5889,0.950218,0,0.950218,0.1,2,1e-05,5,10,0.25,3
1765467767583882399,maxSpan_het,real,42,1,AERIAL,1,18611,9.76038,9.76038,0,0.344713,0.344713,0.1,2,1e-05,5,10,0.25,3
1765467767583882399,maxSpan_het,real,42,2,GROUND,0.8,18741,12.5068,15.6335,0.000129998,0,0.000129998,0.1,2,1e-05,5,10,0.25,3
1765470358280637975,maxSpan_hom,real,42,1,AERIAL,1,13154,9.3554,9.3554,0,5.54323e-06,5.54323e-06,0.1,2,1e-05,5,10,0.25,3
1765470358280637975,maxSpan_hom,real,42,2,GROUND,0.8,12100,8.60593,10.7574,0.995914,0,0.995914,0.1,2,1e-05,5,10,0.25,3
1765470358280637975,maxSpan_het,real,42,1,AERIAL,1,23843,9.67519,9.67519,0,0.446575,0.446575,0.1,2,1e-05,5,10,0.25,3
1765470358280637975,maxSpan_het,real,42,2,GROUND,0.8,21915,12.4703,15.5879,0.000127971,0,0.000127971,0.1,2,1e-05,5,10,0.25,3
1765536429129533768,maxSpan_hom,real,42,1,AERIAL,1,12470,6.53747,6.53747,0,0.0723222,0.0723222,0.1,2,1e-05,5,10,0.25,3
1765536429129533768,maxSpan_hom,real,42,2,GROUND,0.8,13549,7.10317,8.87896,7.39694e-05,0,7.39694e-05,0.1,2,1e-05,5,10,0.25,3
1765536429129533768,maxSpan_het,real,42,1,AERIAL,1,14005,7.34113,7.34113,0,0.000255823,0.000255823,0.1,2,1e-05,5,10,0.25,3
1765536429129533768,maxSpan_het,real,42,2,GROUND,0.8,11815,4.95614,6.19518,5.19753e-05,0,5.19753e-05,0.1,2,1e-05,5,10,0.25,3
1765537842937099836,maxSpan_hom,real,42,1,AERIAL,1,10419,6.43994,6.43994,0,0.0595841,0.0595841,0.1,2,1e-05,5,10,0.25,3
1765537842937099836,maxSpan_hom,real,42,2,GROUND,0.8,11146,6.89014,8.61268,7.09891e-05,0,7.09891e-05,0.1,2,1e-05,5,10,0.25,3
1765537842937099836,maxSpan_het,real,42,1,AERIAL,1,11555,7.14013,7.14013,0,0.000246346,0.000246346,0.1,2,1e-05,5,10,0.25,3
1765537842937099836,maxSpan_het,real,42,2,GROUND,0.8,9772,4.83293,6.04116,5.00083e-05,0,5.00083e-05,0.1,2,1e-05,5,10,0.25,3
1765538421200024568,maxSpan_hom,real,42,1,AERIAL,1,10468,6.85303,6.85303,0,0.496414,0.496414,0.1,2,1e-05,5,10,0.25,3
1765538421200024568,maxSpan_hom,real,42,2,GROUND,0.8,12401,8.11793,10.1474,0.864675,0,0.864675,0.1,2,1e-05,5,10,0.25,3
1765538421200024568,maxSpan_het,real,42,1,AERIAL,1,14897,9.0308,9.0308,0,0.0552164,0.0552164,0.1,2,1e-05,5,10,0.25,3
1765538421200024568,maxSpan_het,real,42,2,GROUND,0.8,8387,4.39394,5.49242,4.50015e-05,0,4.50015e-05,0.1,2,1e-05,5,10,0.25,3
1765539169483685855,maxSpan_hom,real,42,1,AERIAL,1,12441,6.84827,6.84827,0,0.39735,0.39735,0.1,2,1e-05,5,10,0.25,3
1765539169483685855,maxSpan_hom,real,42,2,GROUND,0.8,10572,5.81939,7.27423,6.00219e-05,0,6.00219e-05,0.1,2,1e-05,5,10,0.25,3
1765539169483685855,maxSpan_het,real,42,1,AERIAL,1,12916,7.10865,7.10865,0,0.000140131,0.000140131,0.1,2,1e-05,5,10,0.25,3
1765539169483685855,maxSpan_het,real,42,2,GROUND,0.8,12310,5.42182,6.77727,5.59688e-05,0,5.59688e-05,0.1,2,1e-05,5,10,0.25,3
1765539807459172184,maxSpan_hom,real,42,1,AERIAL,1,12651,7.39293,7.39293,0,0.579705,0.579705,0.1,2,1e-05,5,10,0.25,3
1765539807459172184,maxSpan_hom,real,42,2,GROUND,0.8,9952,5.81519,7.26899,6.00219e-05,0,6.00219e-05,0.1,2,1e-05,5,10,0.25,3
1765539807459172184,maxSpan_het,real,42,1,AERIAL,1,12713,7.42763,7.42763,0,0.000179112,0.000179112,0.1,2,1e-05,5,10,0.25,3
1765539807459172184,maxSpan_het,real,42,2,GROUND,0.8,10784,5.0417,6.30213,5.19753e-05,0,5.19753e-05,0.1,2,1e-05,5,10,0.25,3
1765543159920207811,maxSpan_hom,real,42,1,AERIAL,1,9815,7.81915,7.81915,0,0.138713,0.138713,0.1,2,1e-05,5,10,0.25,3
1765543159920207811,maxSpan_hom,real,42,2,GROUND,0.8,9501,7.56901,9.46126,7.80225e-05,0,7.80225e-05,0.1,2,1e-05,5,10,0.25,3
1765543159920207811,maxSpan_het,real,42,1,AERIAL,1,11130,8.86524,8.86524,0,0.000179827,0.000179827,0.1,2,1e-05,5,10,0.25,3
1765543159920207811,maxSpan_het,real,42,2,GROUND,0.8,8176,5.21245,6.51556,5.40018e-05,0,5.40018e-05,0.1,2,1e-05,5,10,0.25,3
1765551156957759807,maxSpan_hom,real,42,1,AERIAL,1,13059,7.13218,7.13218,0,0.524914,0.524914,0.1,2,1e-05,5,10,0.25,3
1765551156957759807,maxSpan_hom,real,42,2,GROUND,0.8,10646,5.814,7.2675,6.00219e-05,0,6.00219e-05,0.1,2,1e-05,5,10,0.25,3
1765551156957759807,maxSpan_het,real,42,1,AERIAL,1,13277,7.24937,7.24937,0,0.000323892,0.000323892,0.1,2,1e-05,5,10,0.25,3
1765551156957759807,maxSpan_het,real,42,2,GROUND,0.8,11732,5.12676,6.40844,5.29885e-05,0,5.29885e-05,0.1,2,1e-05,5,10,0.25,3
1765551219730890054,maxSpan_hom,real,42,1,AERIAL,1,13059,7.13218,7.13218,0,0.625597,0.625597,0.1,2,1e-05,5,10,0.3,3
1765551219730890054,maxSpan_hom,real,42,2,GROUND,0.8,10646,5.814,7.2675,6.00219e-05,0,6.00219e-05,0.1,2,1e-05,5,10,0.3,3
1765551219730890054,maxSpan_het,real,42,1,AERIAL,1,13281,7.24937,7.24937,0,0.000533819,0.000533819,0.1,2,1e-05,5,10,0.3,3
1765551219730890054,maxSpan_het,real,42,2,GROUND,0.8,11732,5.12676,6.40844,5.29885e-05,0,5.29885e-05,0.1,2,1e-05,5,10,0.3,3
1765551248540246504,maxSpan_hom,real,42,1,AERIAL,1,13059,7.13218,7.13218,0,0.625597,0.625597,0.1,2,1e-05,5,10,0.3,3
1765551248540246504,maxSpan_hom,real,42,2,GROUND,0.8,10646,5.814,7.2675,6.00219e-05,0,6.00219e-05,0.1,2,1e-05,5,10,0.3,3
1765551248540246504,maxSpan_het,real,42,1,AERIAL,1,13281,7.24937,7.24937,0,0.000533819,0.000533819,0.1,2,1e-05,5,10,0.3,3
1765551248540246504,maxSpan_het,real,42,2,GROUND,0.8,11732,5.12676,6.40844,5.29885e-05,0,5.29885e-05,0.1,2,1e-05,5,10,0.3,3
1765551276942589790,maxSpan_hom,real,42,1,AERIAL,1,13059,7.13218,7.13218,0,0.696267,0.696267,0.1,2,1e-05,5,5,0.3,3
1765551276942589790,maxSpan_hom,real,42,2,GROUND,0.8,10646,5.814,7.2675,6.00219e-05,0,6.00219e-05,0.1,2,1e-05,5,5,0.3,3
1765551276942589790,maxSpan_het,real,42,1,AERIAL,1,13933,7.24937,7.24937,0,0.0332578,0.0332578,0.1,2,1e-05,5,5,0.3,3
1765551276942589790,maxSpan_het,real,42,2,GROUND,0.8,11732,5.12676,6.40844,5.29885e-05,0,5.29885e-05,0.1,2,1e-05,5,5,0.3,3
1765551328351678221,maxSpan_hom,real,42,1,AERIAL,1,13059,7.13218,7.13218,0,0.937263,0.937263,0.1,2,1e-05,5,1,0.5,3
1765551328351678221,maxSpan_hom,real,42,2,GROUND,0.8,10646,5.814,7.2675,6.00219e-05,0,6.00219e-05,0.1,2,1e-05,5,1,0.5,3
1765551328351678221,maxSpan_het,real,42,1,AERIAL,1,34408,6.63555,6.63555,0,0.878173,0.878173,0.1,2,1e-05,5,1,0.5,3
1765551328351678221,maxSpan_het,real,42,2,GROUND,0.8,31418,8.19951,10.2494,0.63215,0,0.63215,0.1,2,1e-05,5,1,0.5,3
1765551425403353650,maxSpan_hom,real,42,1,AERIAL,1,13059,7.13218,7.13218,0,0.524914,0.524914,0.1,2,1e-05,5,10,0.25,3
1765551425403353650,maxSpan_hom,real,42,2,GROUND,0.8,10646,5.814,7.2675,6.00219e-05,0,6.00219e-05,0.1,2,1e-05,5,10,0.25,3
1765551425403353650,maxSpan_het,real,42,1,AERIAL,1,13277,7.24937,7.24937,0,0.000323892,0.000323892,0.1,2,1e-05,5,10,0.25,3
1765551425403353650,maxSpan_het,real,42,2,GROUND,0.8,11732,5.12676,6.40844,5.29885e-05,0,5.29885e-05,0.1,2,1e-05,5,10,0.25,3
1765553586409338126,maxSpan_hom,real,42,1,AERIAL,1,12271,6.88385,6.88385,0,0.527744,0.527744,0.1,2,1e-05,5,10,0.25,3
1765553586409338126,maxSpan_hom,real,42,2,GROUND,0.8,10715,6.01026,7.51283,6.19888e-05,0,6.19888e-05,0.1,2,1e-05,5,10,0.25,3
1765553586409338126,maxSpan_het,real,42,1,AERIAL,1,13050,7.31932,7.31932,0,0.000250876,0.000250876,0.1,2,1e-05,5,10,0.25,3
1765553586409338126,maxSpan_het,real,42,2,GROUND,0.8,10990,4.93257,6.16571,5.10216e-05,0,5.10216e-05,0.1,2,1e-05,5,10,0.25,3
1765894846868131092,maxSpan_hom,real,42,1,AERIAL,1,12686,7.08314,7.08314,0,0.535843,0.535843,0.1,2,1e-05,5,10,0.25,3
1765894846868131092,maxSpan_hom,real,42,2,GROUND,0.8,10765,6.01026,7.51283,6.19888e-05,0,6.19888e-05,0.1,2,1e-05,5,10,0.25,3
1765894846868131092,maxSpan_het,real,42,1,AERIAL,1,13148,7.34001,7.34001,0,0.000249982,0.000249982,0.1,2,1e-05,5,10,0.25,3
1765894846868131092,maxSpan_het,real,42,2,GROUND,0.8,11254,5.02707,6.28383,5.10216e-05,0,5.10216e-05,0.1,2,1e-05,5,10,0.25,3
1765895080356583815,maxSpan_hom,real,42,1,AERIAL,1,11056,6.01026,6.01026,0,0.00985414,0.00985414,0.1,2,1e-05,5,10,0.25,3
1765895080356583815,maxSpan_hom,real,42,2,GROUND,0.8,13282,7.22081,9.02602,0.993262,0,0.993262,0.1,2,1e-05,5,10,0.25,3
1765895080356583815,maxSpan_het,real,42,1,AERIAL,1,13503,7.34001,7.34001,0,0.000249982,0.000249982,0.1,2,1e-05,5,10,0.25,3
1765895080356583815,maxSpan_het,real,42,2,GROUND,0.8,10989,4.77945,5.97432,4.8995e-05,0,4.8995e-05,0.1,2,1e-05,5,10,0.25,3
1765895441931772484,maxSpan_hom,real,42,1,AERIAL,1,13446,7.06823,7.06823,0,0.481896,0.481896,0.1,2,1e-05,5,10,0.25,3
1765895441931772484,maxSpan_hom,real,42,2,GROUND,0.8,11433,6.01026,7.51283,6.19888e-05,0,6.19888e-05,0.1,2,1e-05,5,10,0.25,3
1765895441931772484,maxSpan_het,real,42,1,AERIAL,1,14008,7.34001,7.34001,0,0.00249946,0.00249946,0.1,2,1e-05,5,10,0.25,3
1765895441931772484,maxSpan_het,real,42,2,GROUND,0.8,11570,4.86634,6.08292,5.00083e-05,0,5.00083e-05,0.1,2,1e-05,5,10,0.25,3
1765895711087910443,maxSpan_hom,real,42,1,AERIAL,1,12724,7.15872,7.15872,0,0.41032,0.41032,0.1,2,1e-05,5,10,0.25,3
1765895711087910443,maxSpan_hom,real,42,2,GROUND,0.8,10682,6.01026,7.51283,6.19888e-05,0,6.19888e-05,0.1,2,1e-05,5,10,0.25,3
1765895711087910443,maxSpan_het,real,42,1,AERIAL,1,13092,7.34001,7.34001,0,0.00249946,0.00249946,0.1,2,1e-05,5,10,0.25,3
1765895711087910443,maxSpan_het,real,42,2,GROUND,0.8,10344,4.65671,5.82088,4.79817e-05,0,4.79817e-05,0.1,2,1e-05,5,10,0.25,3
1765901435127724081,maxSpan_hom,real,42,1,AERIAL,1,9002,4.72551,4.72551,0,0.421069,0.421069,0.1,2,1e-05,5,10,0.25,3
1765901435127724081,maxSpan_hom,real,42,2,GROUND,0.8,11776,6.18127,7.72659,0.988892,0,0.988892,0.1,2,1e-05,5,10,0.25,3
1765901435127724081,maxSpan_het,real,42,1,AERIAL,1,13894,6.18127,6.18127,0,0.113972,0.113972,0.1,2,1e-05,5,10,0.25,3
1765901435127724081,maxSpan_het,real,42,2,GROUND,0.8,11251,4.72551,5.90688,5.00083e-05,0,5.00083e-05,0.1,2,1e-05,5,10,0.25,3
1765901471485208056,maxSpan_hom,real,42,1,AERIAL,1,9002,4.72551,4.72551,0,0.421069,0.421069,0.1,2,1e-05,5,10,0.25,3
1765901471485208056,maxSpan_hom,real,42,2,GROUND,0.8,11776,6.18127,7.72659,0.988892,0,0.988892,0.1,2,1e-05,5,10,0.25,3
1765901471485208056,maxSpan_het,real,42,1,AERIAL,1,13894,6.18127,6.18127,0,0.113972,0.113972,0.1,2,1e-05,5,10,0.25,3
1765901471485208056,maxSpan_het,real,42,2,GROUND,0.8,11251,4.72551,5.90688,5.00083e-05,0,5.00083e-05,0.1,2,1e-05,5,10,0.25,3
1765901863774934257,maxSpan_hom,real,42,1,AERIAL,1,13286,7.17655,7.17655,0,0.439527,0.439527,0.1,2,1e-05,5,10,0.25,3
