map,method,rnd_seed,total_cost1,distance_agent1,traversability_agent1,safety_agent1,total_cost2,distance_agent2,traversability_agent2,safety_agent2
forest,MAX_SPAN_het,42,39310,135.253,0,0.00667578,15681,52.4534,0.000527024,0
forest,MAX_SPAN_het,42,39310,135.253,0,0.00667578,15681,52.4534,0.000527024,0
forest,MAX_SPAN_het,42,39310,135.253,0,0.00667578,15681,52.4534,0.000527024,0
forest,MAX_SPAN_het,42,39310,135.253,0,0.00667578,15681,52.4534,0.000527024,0
forest,MAX_SPAN_het,42,39310,135.253,0,0.00667578,15681,52.4534,0.000527024,0
forest,MAX_SPAN_het,42,24705,84.6205,0,6.27041e-05,24716,82.6663,0,7.06315e-05,0,-1,0,0,14110,41.2809,0.000414848,0
forest,MAX_SPAN_het,42,24705,84.6205,0,6.27041e-05,24716,82.6663,0,7.06315e-05,0,-1,0,0,14110,41.2809,0.000414848,0
forest,MAX_SPAN_het,42,24705,84.6205,0,6.27041e-05,24716,82.6663,0,7.06315e-05,0,-1,0,0,14110,41.2809,0.000414848,0
forest,MAX_SPAN_het,42,24705,84.6205,0,6.27041e-05,24716,82.6663,0,7.06315e-05,0,-1,0,0,14110,41.2809,0.000414848,0
forest,MAX_SPAN_het,42,24705,84.6205,0,6.27041e-05,24716,82.6663,0,7.06315e-05,0,-1,0,0,14110,41.2809,0.000414848,0
