map,method,rnd_seed,total_cost1,distance_agent1,traversability_agent1,safety_agent1,total_cost2,distance_agent2,traversability_agent2,safety_agent2
orchard,MAX_SPAN_het,42,36211,90.7766,0,0.0103998,36208,89.2233,0.000900328,0
orchard,MAX_SPAN_het,42,36211,90.7766,0,0.0103998,36208,89.2233,0.000900328,0
orchard,MAX_SPAN_het,42,36211,90.7766,0,0.0103998,36208,89.2233,0.000900328,0
orchard,MAX_SPAN_het,42,36211,90.7766,0,0.0103998,36208,89.2233,0.000900328,0
orchard,MAX_SPAN_het,42,36211,90.7766,0,0.0103998,36208,89.2233,0.000900328,0
orchard,MAX_SPAN_het,42,21929,53.6102,0,0.00703704,22219,53.4603,0,0.00351614,22297,48.1146,0.000485659,0,22298,53.1019,0.000535369,0
orchard,MAX_SPAN_het,42,21929,53.6102,0,0.00703704,22219,53.4603,0,0.00351614,22297,48.1146,0.000485659,0,22298,53.1019,0.000535369,0
orchard,MAX_SPAN_het,42,21929,53.6102,0,0.00703704,22219,53.4603,0,0.00351614,22297,48.1146,0.000485659,0,22298,53.1019,0.000535369,0
orchard,MAX_SPAN_het,42,21929,53.6102,0,0.00703704,22219,53.4603,0,0.00351614,22297,48.1146,0.000485659,0,22298,53.1019,0.000535369,0
orchard,MAX_SPAN_het,42,21929,53.6102,0,0.00703704,22219,53.4603,0,0.00351614,22297,48.1146,0.000485659,0,22298,53.1019,0.000535369,0
